Class	name	compound	medium	mass	units	cheb_name	cheb_mass	mmol_per_L	dynamic
manual curation	multiple + ZnSO4 * 7 H2O	zn2	M11	10005.0	g	zinc(2+)	65.39	153005.04664321762	0
Minerals	MnSO4 * H2O + multiple	mn2	M11	10005.0	mg	manganese(2+)	54.93805	182.1142177416199	0
Minerals	FeCl3 + multiple	fe3	M11	10003.0	mg	iron(3+)	55.845	179.12078073238428	0
Minerals	CuSO4 (anhydrous) + multiple	cu2	M11	10000.12	mg	copper(2+)	63.546	157.36820570925	0
Buffer	K2HPO4 + KH2PO4	pi	M11	20.089	g	phosphate(3-)	94.97136	211.52692769693934	0
Vitamins	Pyridoxamine . 2 HCl + K2HPO4 + KH2PO4 + H3BO3 + Thiamine HCl	h	M11	26.398999999999997	mg	hydron	1.00794	26.19104311764589	0
Minerals	(NH4)6Mo7O24·4H2O + Na2MoO4 . 2H2O	mobd	M11	0.29000000000000004	mg	molybdate	159.9376	0.001813207150788808	1
Minerals	MgSO4 * 7 H2O + MgCl2	mg2	M11	30.386	mg	magnesium(2+)	24.305	1.2501954330384695	0
SCFAs	Acetic acid + KCH3CO2 (Potassium acetate)	ac	M11	2.6	mL	acetate	59.04402	30.0	1
Other	Hematin + Hemin	pheme	M11	1.7	mg	ferroheme b	616.487	0.002757560175640362	1
Minerals	(NH4)6Mo7O24·4H2O + Ammonium citrate dibasic	nh4	M11	1.89	mg	ammonia	17.03056	0.11097697315883916	1
Minerals	NaCl + CaCl2 (anhydrous) + MgCl2	cl	M13	15.95	g	chloride	35.4527	449.8952124943939	0
Minerals	(NH4)2SO4 + FeSO4 . 7H2O	so4	M13	1.504	g	sulfate	96.0636	15.656294371645451	1
Vitamins	Thiamine HCl + Pyridoxamine . 2 HCl	cl	M14	1.77	mg	chloride	35.4527	0.04992567561850014	0
Minerals	Na2HPO4 + Sodium thioglycollate	na1	M14	3.85	g	sodium(1+)	22.98977	167.4657902188669	0
Minerals	MgSO4 * 7 H2O + MnSO4 * H2O + FeSO4 . 7H2O + ZnSO4 * 7 H2O	so4	M14	137.9	g	sulfate	96.0636	1435.5073097406303	1
manual curation	multiple + ZnSO4 * 7 H2O	zn2	M14	10050.0	g	zinc(2+)	65.39	153693.22526380178	0
manual curation	multiple + MnSO4 * H2O	mn2	M14	10037.8	g	manganese(2+)	54.93805	182711.25385775432	0
Buffer	KH2PO4 + Na2HPO4	pi	M14	3.55	g	phosphate(3-)	94.97136	37.37969004550424	0
Vitamins	Thiamine HCl + Pyridoxamine . 2 HCl + KH2PO4	h	M14	2.4699999999999998	mg	hydron	1.00794	2.450542691033196	0
Minerals	CoCl2·6H2O + MnCl2*4H2O + NH4Cl + NaCl + CaCl2 (anhydrous) + MgCl2	cl	M15A	132.159	µg	chloride	35.4527	0.0037277555729182824	0
Minerals	K2SO4 + CuSO4 (anhydrous) + ZnSO4 * 7 H2O + FeSO4 . 7H2O	so4	M15A	55.013999999999996	mg	sulfate	96.0636	0.5726830974479407	1
Minerals	K2SO4 + K2HPO4	k	M15A	48.3299	mg	potassium(1+)	39.0983	1.236112567554088	0
Minerals	CoCl2·6H2O + multiple	cobalt2	M15A	10007.128	µg	cobalt(2+)	58.9332	0.16980459231808218	0
manual curation	multiple + ZnSO4 * 7 H2O	zn2	M15A	10002.538	g	zinc(2+)	65.39	152967.39562624256	0
Minerals	MnCl2*4H2O + multiple	mn2	M15A	10015.833	µg	manganese(2+)	54.93805	0.18231140348082978	0
Minerals	CuSO4 (anhydrous) + multiple	cu2	M15A	10001.596	µg	copper(2+)	63.546	0.15739143297768543	0
Buffer	K2HPO4 + H3BO3	h	M15A	24.9631	g	hydron	1.00794	24766.454352441615	0
Minerals	(NH4)6Mo7O24·4H2O + NH4Cl	nh4	M15A	52.211000000000006	µg	ammonia	17.03056	0.003065724204019128	1
Minerals	MgCl2 + NH4Cl + MnCl2*4H2O + NaCl + CoCl2·6H2O + CaCl2 (anhydrous)	cl	M15B	151.981	mg	chloride	35.4527	4.286866726652695	0
Minerals	FeSO4 . 7H2O + K2SO4 + CuSO4 (anhydrous) + ZnSO4 * 7 H2O	so4	M15B	55.013999999999996	mg	sulfate	96.0636	0.5726830974479407	1
Buffer	K2HPO4 + K2SO4	k	M15B	71.09	mg	potassium(1+)	39.0983	1.8182376215845701	0
Minerals	CoCl2·6H2O + multiple	cobalt2	M15B	10007.128	µg	cobalt(2+)	58.9332	0.16980459231808218	0
Minerals	ZnSO4 * 7 H2O + multiple	zn2	M15B	10002.538	µg	zinc(2+)	65.39	0.15296739562624254	0
manual curation	multiple + MnCl2*4H2O	mn2	M15B	10015.833	g	manganese(2+)	54.93805	182311.4034808298	0
manual curation	multiple + CuSO4 (anhydrous)	cu2	M15B	10001.596	g	copper(2+)	63.546	157391.43297768544	0
Buffer	K2HPO4 + H3BO3	h	M15B	47.7232	mg	hydron	1.00794	47.34726273389288	0
Minerals	NH4Cl + (NH4)6Mo7O24·4H2O	nh4	M15B	72.033	mg	ammonia	17.03056	4.229631908756964	1
Vitamins	Thiamine HCl + Pyridoxal * HCl + Putrescine * 2HCl	cl	M16	9.0	mg	chloride	35.4527	0.25385936755169564	0
Minerals	NaVO3 + Sodium thioglycollate + Na2MoO4 . 2H2O	na1	M16	21.1	mg	sodium(1+)	22.98977	0.9177995256150888	0
Minerals	ZnSO4 * 7 H2O + MgSO4 * 7 H2O + Fe(NH4)2(SO4)2 * 6H2O + MnSO4 * H2O	so4	M16	35.2	mg	sulfate	96.0636	0.36642391082574466	1
Buffer	KH2PO4 + K2HPO4	k	M16	0.8	g	potassium(1+)	39.0983	20.461247675730146	0
Minerals	ZnSO4 * 7 H2O + multiple	zn2	M16	10005.0	mg	zinc(2+)	65.39	153.0050466432176	0
Minerals	MnSO4 * H2O + multiple	mn2	M16	10010.0	mg	manganese(2+)	54.93805	182.20522934468917	0
Buffer	KH2PO4 + K2HPO4	pi	M16	0.8	g	phosphate(3-)	94.97136	8.423592122930534	0
Vitamins	Pyridoxal * HCl + KH2PO4 + Thiamine HCl + Putrescine * 2HCl + K2HPO4	h	M16	9.799999999999999	mg	hydron	1.00794	9.722800960374624	0
Minerals	Fe(NH4)2(SO4)2 * 6H2O + (NH4)2CO3	nh4	M16	20.5	mg	ammonia	17.03056	1.203718491934499	1
Vitamins	Calcium Pantothenate + CaCl2 (anhydrous)	ca2	M2	31.4	mg	calcium(2+)	40.078	0.7834722291531512	0
Minerals	NaCl + FeCl3 + Pyridoxamine . 2 HCl + Thiamine HCl + CoCl2·6H2O + CaCl2 (anhydrous) + MgCl2	cl	M2	42.336000000000006	g	chloride	35.4527	1194.1544649631765	0
Minerals	MnSO4 * H2O + CuSO4 (anhydrous) + ZnSO4 * 7 H2O + FeSO4 . 7H2O + K2SO4	so4	M2	32.230000000000004	mg	sulfate	96.0636	0.3355068933498225	1
Buffer	KH2PO4 + KCH3CO2 (Potassium acetate) + K2HPO4 + K2SO4 + KI	k	M2	33.59	g	potassium(1+)	39.0983	859.1166367847196	0
manual curation	multiple + CoCl2·6H2O	cobalt2	M2	10000.19	g	cobalt(2+)	58.9332	169686.86580738873	0
Minerals	ZnSO4 * 7 H2O + multiple	zn2	M2	10005.0	mg	zinc(2+)	65.39	153.0050466432176	0
manual curation	multiple + MnSO4 * H2O	mn2	M2	10000.11	g	manganese(2+)	54.93805	182025.20839381817	0
Minerals	FeCl3 + multiple	fe3	M2	10003.0	mg	iron(3+)	55.845	179.12078073238428	0
manual curation	multiple + CuSO4 (anhydrous)	cu2	M2	10000.12	g	copper(2+)	63.546	157368.20570925003	0
Buffer	KH2PO4 + K2HPO4	pi	M2	9.58	g	phosphate(3-)	94.97136	100.87251567209314	0
Vitamins	Thiamine HCl + Pyridoxamine . 2 HCl + KH2PO4 + K2HPO4 + H3BO3	h	M2	15.89	mg	hydron	1.00794	15.764827271464572	0
Minerals	Ammonium citrate dibasic + (NH4)6Mo7O24·4H2O	nh4	M2	1.89	g	ammonia	17.03056	110.97697315883916	1
Vitamins	Calcium Pantothenate + CaCl2 (anhydrous)	ca2	M3	31.4	mg	calcium(2+)	40.078	0.7834722291531512	0
Minerals	NaCl + FeCl3 + Thiamine HCl + Pyridoxamine . 2 HCl + CoCl2·6H2O + CaCl2 (anhydrous) + NiCl2 . 6H2O + MgCl2	cl	M3	42.54600000000001	g	chloride	35.4527	1200.0778502060493	0
manual curation	multiple + NiCl2 . 6H2O	ni2	M3	10000.2	g	nickel(2+)	58.6934	170380.31533358098	0
Minerals	NaHCO3 + Na2MoO4 . 2H2O + NaCl + Na2WO4 . 2H2O + Na2SeO3 (anhydrous)	na1	M3	13.61	g	sodium(1+)	22.98977	592.0024428256568	0
Minerals	MgSO4 * 7 H2O + K2SO4 + MnSO4 * H2O + CuSO4 (anhydrous) + FeSO4 . 7H2O + AlK(SO4)2 (anhydrous) + ZnSO4 * 7 H2O	so4	M3	67.22	mg	sulfate	96.0636	0.6997447524348454	1
Buffer	K2HPO4 + KH2PO4 + KI + KCH3CO2 (Potassium acetate) + K2SO4 + AlK(SO4)2 (anhydrous)	k	M3	44.199	g	potassium(1+)	39.0983	1130.4583575244958	0
manual curation	multiple + CoCl2·6H2O + Co(NO3)2 . 6H2O	cobalt2	M3	10001.19	g	cobalt(2+)	58.9332	169703.83417157055	0
manual curation	multiple + ZnSO4 * 7 H2O	zn2	M3	10005.0	g	zinc(2+)	65.39	153005.04664321762	0
manual curation	multiple + MnSO4 * H2O	mn2	M3	10005.0	g	manganese(2+)	54.93805	182114.21774161988	0
Minerals	FeCl3 + multiple	fe3	M3	10003.0	mg	iron(3+)	55.845	179.12078073238428	0
manual curation	multiple + CuSO4 (anhydrous)	cu2	M3	10000.12	g	copper(2+)	63.546	157368.20570925003	0
Buffer	KH2PO4 + K2HPO4	pi	M3	20.089	g	phosphate(3-)	94.97136	211.52692769693934	0
Buffer	K2HPO4 + Thiamine HCl + Pyridoxamine . 2 HCl + KH2PO4 + H3BO3	h	M3	26.399	g	hydron	1.00794	26191.04311764589	0
Minerals	Na2MoO4 . 2H2O + (NH4)6Mo7O24·4H2O	mobd	M3	0.29000000000000004	mg	molybdate	159.9376	0.001813207150788808	1
Minerals	MgSO4 * 7 H2O + MgCl2	mg2	M3	30.386	mg	magnesium(2+)	24.305	1.2501954330384695	0
SCFAs	Acetic acid + KCH3CO2 (Potassium acetate)	ac	M3	2.6	mL	acetate	59.04402	30.0	1
Other	Hemin + Hematin	pheme	M3	1.7	mg	ferroheme b	616.487	0.002757560175640362	1
Minerals	Ammonium citrate dibasic + (NH4)6Mo7O24·4H2O	nh4	M3	1.89	g	ammonia	17.03056	110.97697315883916	1
Vitamins	Calcium Pantothenate + CaCl2 (anhydrous)	ca2	M4	59.0	µg	calcium(2+)	40.078	0.0014721293477718447	0
Minerals	NaCl + FeCl3 + Pyridoxamine . 2 HCl + Thiamine HCl + MgCl2 + NiCl2 . 6H2O + CaCl2 (anhydrous) + CoCl2·6H2O	cl	M4	70.786	g	chloride	35.4527	1996.6321323904808	0
manual curation	multiple + NiCl2 . 6H2O	ni2	M4	10000.2	g	nickel(2+)	58.6934	170380.31533358098	0
Minerals	NaCl + NaHCO3 + Na2MoO4 . 2H2O + Na2SeO3 (anhydrous) + Na2WO4 . 2H2O	na1	M4	13.61	g	sodium(1+)	22.98977	592.0024428256568	0
Minerals	FeSO4 . 7H2O + K2SO4 + MgSO4 * 7 H2O + MnSO4 * H2O + CuSO4 (anhydrous) + ZnSO4 * 7 H2O + AlK(SO4)2 (anhydrous)	so4	M4	60.564	mg	sulfate	96.0636	0.630457322024159	1
Minerals	KI + K2SO4 + K2HPO4 + KH2PO4 + KCH3CO2 (Potassium acetate) + AlK(SO4)2 (anhydrous)	k	M4	33.699	mg	potassium(1+)	39.0983	0.8619044817805377	0
manual curation	multiple + Co(NO3)2 . 6H2O + CoCl2·6H2O	cobalt2	M4	10001.19	g	cobalt(2+)	58.9332	169703.83417157055	0
manual curation	multiple + ZnSO4 * 7 H2O	zn2	M4	10001.0	g	zinc(2+)	65.39	152943.87521027678	0
Minerals	MnSO4 * H2O + multiple	mn2	M4	10005.0	mg	manganese(2+)	54.93805	182.1142177416199	0
Minerals	FeCl3 + multiple	fe3	M4	10003.0	mg	iron(3+)	55.845	179.12078073238428	0
manual curation	multiple + CuSO4 (anhydrous)	cu2	M4	10000.064	g	copper(2+)	63.546	157367.32445787307	0
Buffer	K2HPO4 + KH2PO4	pi	M4	9.589	g	phosphate(3-)	94.97136	100.96728108347611	0
Minerals	H3BO3 + Pyridoxamine . 2 HCl + KH2PO4 + Thiamine HCl + K2HPO4	h	M4	64.68900000000001	mg	hydron	1.00794	64.17941544139532	0
Minerals	(NH4)6Mo7O24·4H2O + Na2MoO4 . 2H2O	mobd	M4	0.29000000000000004	mg	molybdate	159.9376	0.001813207150788808	1
Minerals	MgSO4 * 7 H2O + MgCl2	mg2	M4	30.386	mg	magnesium(2+)	24.305	1.2501954330384695	0
SCFAs	Acetic acid + KCH3CO2 (Potassium acetate)	ac	M4	2.6	mL	acetate	59.04402	30.0	1
Other	Hemin + Hematin	pheme	M4	1.7	mg	ferroheme b	616.487	0.002757560175640362	1
Minerals	Ammonium citrate dibasic + (NH4)6Mo7O24·4H2O	nh4	M4	1.89	g	ammonia	17.03056	110.97697315883916	1
Vitamins	Calcium Pantothenate + CaCl2 (anhydrous)	ca2	M5	31.4	mg	calcium(2+)	40.078	0.7834722291531512	0
Vitamins	Thiamine HCl + Pyridoxamine . 2 HCl + MgCl2 + NiCl2 . 6H2O + CaCl2 (anhydrous) + CoCl2·6H2O + NaCl + FeCl3	cl	M5	42.546	mg	chloride	35.4527	1.2000778502060492	0
Minerals	NiCl2 . 6H2O + multiple	ni2	M5	10000.2	mg	nickel(2+)	58.6934	170.38031533358097	0
Minerals	Na2MoO4 . 2H2O + NaHCO3 + Na2SeO3 (anhydrous) + Na2WO4 . 2H2O + NaCl	na1	M5	13.61	mg	sodium(1+)	22.98977	0.5920024428256568	0
Minerals	ZnSO4 * 7 H2O + FeSO4 . 7H2O + MgSO4 * 7 H2O + CuSO4 (anhydrous) + MnSO4 * H2O + K2SO4 + AlK(SO4)2 (anhydrous)	so4	M5	67.22	mg	sulfate	96.0636	0.6997447524348454	1
Minerals	KI + K2SO4 + K2HPO4 + KH2PO4 + KCH3CO2 (Potassium acetate) + AlK(SO4)2 (anhydrous)	k	M5	44.199	mg	potassium(1+)	39.0983	1.1304583575244957	0
Minerals	CoCl2·6H2O + Co(NO3)2 . 6H2O + multiple	cobalt2	M5	10001.19	mg	cobalt(2+)	58.9332	169.70383417157052	0
Minerals	ZnSO4 * 7 H2O + multiple	zn2	M5	10005.0	mg	zinc(2+)	65.39	153.0050466432176	0
Minerals	MnSO4 * H2O + multiple	mn2	M5	10005.0	mg	manganese(2+)	54.93805	182.1142177416199	0
Minerals	FeCl3 + multiple	fe3	M5	10003.0	mg	iron(3+)	55.845	179.12078073238428	0
Minerals	CuSO4 (anhydrous) + multiple	cu2	M5	10000.12	mg	copper(2+)	63.546	157.36820570925	0
Buffer	KH2PO4 + K2HPO4	pi	M5	20.089	g	phosphate(3-)	94.97136	211.52692769693934	0
Minerals	H3BO3 + Thiamine HCl + Pyridoxamine . 2 HCl + KH2PO4 + K2HPO4	h	M5	26.399	mg	hydron	1.00794	26.191043117645894	0
Minerals	Na2MoO4 . 2H2O + (NH4)6Mo7O24·4H2O	mobd	M5	0.29000000000000004	mg	molybdate	159.9376	0.001813207150788808	1
Minerals	MgCl2 + MgSO4 * 7 H2O	mg2	M5	30.386	g	magnesium(2+)	24.305	1250.1954330384694	0
Other	Hematin + Hemin	pheme	M5	1.7	mg	ferroheme b	616.487	0.002757560175640362	1
Minerals	Ammonium citrate dibasic + (NH4)6Mo7O24·4H2O	nh4	M5	1.89	g	ammonia	17.03056	110.97697315883916	1
Vitamins	Calcium Pantothenate + CaCl2 (anhydrous)	ca2	M7	31.4	mg	calcium(2+)	40.078	0.7834722291531512	0
Minerals	NaCl + FeCl3 + Thiamine HCl + Pyridoxamine . 2 HCl + MgCl2 + NiCl2 . 6H2O + CaCl2 (anhydrous) + CoCl2·6H2O	cl	M7	42.54599999999999	g	chloride	35.4527	1200.0778502060489	0
manual curation	multiple + NiCl2 . 6H2O	ni2	M7	10000.2	g	nickel(2+)	58.6934	170380.31533358098	0
Minerals	NaCl + NaHCO3 + Na2MoO4 . 2H2O + Na2SeO3 (anhydrous) + Na2WO4 . 2H2O	na1	M7	13.61	g	sodium(1+)	22.98977	592.0024428256568	0
Minerals	K2SO4 + MgSO4 * 7 H2O + MnSO4 * H2O + CuSO4 (anhydrous) + FeSO4 . 7H2O + ZnSO4 * 7 H2O + AlK(SO4)2 (anhydrous)	so4	M7	67.22	mg	sulfate	96.0636	0.6997447524348454	1
Minerals	KI + K2SO4 + KH2PO4 + K2HPO4 + KCH3CO2 (Potassium acetate) + AlK(SO4)2 (anhydrous)	k	M7	44.199	mg	potassium(1+)	39.0983	1.1304583575244957	0
manual curation	multiple + CoCl2·6H2O + Co(NO3)2 . 6H2O	cobalt2	M7	10001.19	g	cobalt(2+)	58.9332	169703.83417157055	0
manual curation	multiple + ZnSO4 * 7 H2O	zn2	M7	10005.0	g	zinc(2+)	65.39	153005.04664321762	0
Minerals	MnSO4 * H2O + multiple	mn2	M7	10005.0	mg	manganese(2+)	54.93805	182.1142177416199	0
Minerals	FeCl3 + multiple	fe3	M7	10003.0	mg	iron(3+)	55.845	179.12078073238428	0
manual curation	multiple + CuSO4 (anhydrous)	cu2	M7	10000.12	g	copper(2+)	63.546	157368.20570925003	0
Buffer	K2HPO4 + KH2PO4	pi	M7	20.089	g	phosphate(3-)	94.97136	211.52692769693934	0
Minerals	H3BO3 + K2HPO4 + Thiamine HCl + Pyridoxamine . 2 HCl + KH2PO4	h	M7	26.399	mg	hydron	1.00794	26.191043117645894	0
Minerals	(NH4)6Mo7O24·4H2O + Na2MoO4 . 2H2O	mobd	M7	0.29000000000000004	mg	molybdate	159.9376	0.001813207150788808	1
Minerals	MgSO4 * 7 H2O + MgCl2	mg2	M7	30.386	mg	magnesium(2+)	24.305	1.2501954330384695	0
SCFAs	Acetic acid + KCH3CO2 (Potassium acetate)	ac	M7	2.6	mL	acetate	59.04402	30.0	1
Other	Hemin + Hematin	pheme	M7	1.7	mg	ferroheme b	616.487	0.002757560175640362	1
Minerals	Ammonium citrate dibasic + (NH4)6Mo7O24·4H2O	nh4	M7	1.89	g	ammonia	17.03056	110.97697315883916	1
Vitamins	Calcium Pantothenate + CaCl2 (anhydrous)	ca2	M8	31.4	mg	calcium(2+)	40.078	0.7834722291531512	0
Minerals	NiCl2 . 6H2O + NaCl + KCl + CoCl2·6H2O + FeCl3 + CaCl2 (anhydrous) + Pyridoxamine . 2 HCl + Thiamine HCl + MgCl2	cl	M8	90.34599999999999	mg	chloride	35.4527	2.5483531578694993	0
Minerals	NiCl2 . 6H2O + multiple	ni2	M8	10000.2	mg	nickel(2+)	58.6934	170.38031533358097	0
Minerals	NaCl + NaHCO3 + Na2MoO4 . 2H2O + Na2WO4 . 2H2O + Na2SeO3 (anhydrous)	na1	M8	11.41	g	sodium(1+)	22.98977	496.30770555773285	0
Minerals	K2SO4 + MnSO4 * H2O + CuSO4 (anhydrous) + MgSO4 * 7 H2O + AlK(SO4)2 (anhydrous) + ZnSO4 * 7 H2O + FeSO4 . 7H2O	so4	M8	67.22	mg	sulfate	96.0636	0.6997447524348454	1
Minerals	KCl + K2SO4 + K2HPO4 + KH2PO4 + AlK(SO4)2 (anhydrous) + KCH3CO2 (Potassium acetate) + KI	k	M8	94.199	mg	potassium(1+)	39.0983	2.4092863372576305	0
Minerals	CoCl2·6H2O + multiple + Co(NO3)2 . 6H2O	cobalt2	M8	10001.19	mg	cobalt(2+)	58.9332	169.70383417157052	0
Minerals	ZnSO4 * 7 H2O + multiple	zn2	M8	10005.0	mg	zinc(2+)	65.39	153.0050466432176	0
Minerals	MnSO4 * H2O + multiple	mn2	M8	10005.0	mg	manganese(2+)	54.93805	182.1142177416199	0
Minerals	FeCl3 + multiple	fe3	M8	10003.0	mg	iron(3+)	55.845	179.12078073238428	0
Minerals	CuSO4 (anhydrous) + multiple	cu2	M8	10000.12	mg	copper(2+)	63.546	157.36820570925	0
Buffer	KH2PO4 + K2HPO4	pi	M8	20.089	g	phosphate(3-)	94.97136	211.52692769693934	0
Buffer	KH2PO4 + Pyridoxamine . 2 HCl + Thiamine HCl + K2HPO4 + H3BO3	h	M8	26.399	g	hydron	1.00794	26191.04311764589	0
Minerals	(NH4)6Mo7O24·4H2O + Na2MoO4 . 2H2O	mobd	M8	0.29000000000000004	mg	molybdate	159.9376	0.001813207150788808	1
Minerals	MgSO4 * 7 H2O + MgCl2	mg2	M8	30.386	mg	magnesium(2+)	24.305	1.2501954330384695	0
SCFAs	Acetic acid + KCH3CO2 (Potassium acetate)	ac	M8	2.6	mL	acetate	59.04402	30.0	1
Other	Hematin + Hemin	pheme	M8	1.7	mg	ferroheme b	616.487	0.002757560175640362	1
Minerals	Ammonium citrate dibasic + (NH4)6Mo7O24·4H2O	nh4	M8	1.89	g	ammonia	17.03056	110.97697315883916	1
Minerals	CaCl2 (anhydrous) + Calcium Pantothenate	ca2	M9	31.4	mg	calcium(2+)	40.078	0.7834722291531512	0
Minerals	CoCl2·6H2O + CaCl2 (anhydrous) + NiCl2 . 6H2O + MgCl2 + Pyridoxamine . 2 HCl + Thiamine HCl + KCl + NaCl + FeCl3	cl	M9	90.346	mg	chloride	35.4527	2.5483531578695	0
Minerals	NiCl2 . 6H2O + multiple	ni2	M9	10000.2	mg	nickel(2+)	58.6934	170.38031533358097	0
Minerals	Na2SeO3 (anhydrous) + Na2WO4 . 2H2O + NaCl + NaHCO3 + Na2MoO4 . 2H2O	na1	M9	11.41	µg	sodium(1+)	22.98977	0.0004963077055577329	0
Minerals	CuSO4 (anhydrous) + MnSO4 * H2O + FeSO4 . 7H2O + ZnSO4 * 7 H2O + AlK(SO4)2 (anhydrous) + K2SO4 + MgSO4 * 7 H2O	so4	M9	67.22	mg	sulfate	96.0636	0.6997447524348454	1
Minerals	KI + KCH3CO2 (Potassium acetate) + AlK(SO4)2 (anhydrous) + K2SO4 + K2HPO4 + KH2PO4 + KCl	k	M9	94.199	mg	potassium(1+)	39.0983	2.4092863372576305	0
Minerals	CoCl2·6H2O + multiple + Co(NO3)2 . 6H2O	cobalt2	M9	10001.19	mg	cobalt(2+)	58.9332	169.70383417157052	0
manual curation	multiple + ZnSO4 * 7 H2O	zn2	M9	10005.0	g	zinc(2+)	65.39	153005.04664321762	0
Minerals	MnSO4 * H2O + multiple	mn2	M9	10005.0	mg	manganese(2+)	54.93805	182.1142177416199	0
manual curation	multiple + FeCl3	fe3	M9	10003.0	g	iron(3+)	55.845	179120.78073238427	0
Minerals	CuSO4 (anhydrous) + multiple	cu2	M9	10000.12	mg	copper(2+)	63.546	157.36820570925	0
Buffer	K2HPO4 + KH2PO4	pi	M9	20.089	g	phosphate(3-)	94.97136	211.52692769693934	0
Minerals	H3BO3 + K2HPO4 + KH2PO4 + Pyridoxamine . 2 HCl + Thiamine HCl	h	M9	26.398999999999997	mg	hydron	1.00794	26.19104311764589	0
Minerals	(NH4)6Mo7O24·4H2O + Na2MoO4 . 2H2O	mobd	M9	0.29000000000000004	mg	molybdate	159.9376	0.001813207150788808	1
Minerals	MgCl2 + MgSO4 * 7 H2O	mg2	M9	30.386	g	magnesium(2+)	24.305	1250.1954330384694	0
SCFAs	Acetic acid + KCH3CO2 (Potassium acetate)	ac	M9	2.6	mL	acetate	59.04402	30.0	1
Other	Hematin + Hemin	pheme	M9	1.7	mg	ferroheme b	616.487	0.002757560175640362	1
Minerals	(NH4)6Mo7O24·4H2O + Ammonium citrate dibasic	nh4	M9	1.89	mg	ammonia	17.03056	0.11097697315883916	1
